192,-143,true
19,-21,true
-87,83,true
-167,91,true
44,195,true
-194,-122,true
70,0,true
-140,-127,true
51,-140,true
167,64,true
-165,27,true
2,-88,true
-62,-170,true
51,191
-97,182,true
115,-52,true
0,-138,true
-64,-173,true
-158,-138,true
-27,30,true
59,1,true
-60,156
-33,-142,true
-150,-184,true
-126,-147,true
-100,62,true
108,140
133,-33,true
152,-99,true
23,-95,true
125,-198,true
21,179,true
-62,-168,true
-14,179,true
76,-196,true
168,-197,true
149,45,true
166,-167,true
-96,27,true
20,38,true
-56,-27,true
-45,7,true
-107,-39,true
-185,64,true
-96,-182,true
-171,76,true
107,-160,true
84,23
172,195,true
-69,142
-191,-32,true
111,-155,true
31,146,true
168,174,true
-138,53,true
-34,-71,true
162,-103,true
148,-157,true
-9,6,true
189,162,true
-162,167,true
-23,10
-190,62,true
-9,183,true
-186,-89,true
-15,150,true
-129,32,true
-79,104,true
-56,144,true
-8,135,true
-127,-68,true
-87,-85,true
39,-42,true
-73,-96,true
-36,58,true
-142,149,true
-73,156,true
-179,148,true
9,-64,true
90,-181,true
174,113,true
120,22,true
-182,-127,true
46,16,true
194,128,true
152,-133,true
65,145,true
-91,149,true
173,75,true
116,-69,true
113,-177,true
42,155,true
-39,139,true
-114,22,true
-68,85,true
161,-118,true
89,-194,true
-109,88,true
-21,176,true
-69,37,true
0,158,true
189,12,true
-110,145,true
114,-87,true
-100,-31,true
75,16
151,171,true
29,-98,true
104,193,true
160,121,true
-8,84,true
195,-130,true
42,-178,true
-74,-55,true
-78,76
170,-73,true
61,23,true
73,185,true
-173,22,true
-195,-40,true
-109,56,true
-63,85,true
39,70,true
120,153,true
-128,-23,true
-179,-6,true
-11,5
194,184,true
68,21,true
87,-142,true
11,-26,true
-41,-49,true
179,-1,true
36,-164,true
-171,144,true
-145,44,true
105,23,true
-99,-94,true
75,44,true
76,82,true
22,-92,true
45,132,true
-113,-28,true
50,67,true
-28,-166,true
22,126,true
198,191,true
-180,9,true
1,2
166,177,true
124,92,true
-42,-83,true
-183,150,true
-133,107,true
32,161,true
184,100,true
170,46,true
112,57
53,45,true
-71,27,true
-181,-143,true
146,-43,true
-177,-89,true
73,-182,true
131,-86,true
-20,-144,true
37,-73,true
-156,197,true
-4,-189,true
61,-95,true
-144,54,true
108,51
-179,61,true
-17,7
16,-136,true
-70,144
-104,-14,true
110,132,true
125,198,true
12,147,true
194,-154,true
-174,197,true
-76,140,true
118,117
176,-144,true
-123,29,true
-179,83,true
-53,-10,true
-132,159,true
115,161,true
-129,62,true
39,-113,true
153,191,true
-50,-112,true
-147,124,true
-19,-66,true
157,-53,true
164,115,true
-116,86,true
35,140,true
-34,16
-134,122,true
72,-150,true
-59,177,true
-148,-27,true
-58,111,true
1,202
-104,-42,true
138,-183,true
-182,-100,true
-31,-199,true
102,-11,true
-41,-129,true
108,143
10,-59,true
-8,7,true
-105,150,true
58,-37,true
85,-68,true
-60,42,true
172,115,true
67,12
-101,85,true
140,-190,true
-12,175,true
-140,-88,true
115,-171,true
-111,199,true
-87,-117,true
-79,199,true
127,91,true
-195,71,true
-181,169,true
-76,128
-2,-166,true
86,-70,true
125,32,true
-36,104,true
26,-28,true
179,161,true
2,-27,true
8,18,true
143,3,true
-43,102,true
-101,144,true
64,107,true
39,198
7,195
-185,19,true
61,-44,true
-29,-127,true
3,-67,true
164,94,true
-179,90,true
-16,-26,true
-35,92,true
45,199
170,-123,true
103,38,true
-122,126,true
145,123,true
23,163,true
-164,-65,true
-57,-3,true
-28,-174,true
83,-113,true
-183,0,true
-99,124,true
48,-154,true
-34,0,true
39,180,true
-130,-69,true
-127,115,true
-88,163,true
-5,-78,true
-32,119,true
185,51,true
56,-58,true
-56,63,true
-43,123,true
-90,-193,true
-39,19
82,-76,true
-89,-112,true
-14,108,true
33,197
-72,-35,true
97,-86,true
-154,-176,true
32,163,true
72,-18,true
183,137,true
134,24,true
-126,135,true
53,160,true
174,72,true
118,112
29,-64,true
-59,-108,true
-128,12,true
-45,173
-42,111,true
14,-102,true
-56,114,true
-180,191,true
-168,-179,true
95,24,true
41,-166,true
-48,-33,true
-29,-86,true
-127,-12,true
-10,56,true
-50,-30,true
-161,68,true
-60,-154,true
64,-191,true
-194,-43,true
53,-19,true
190,157,true
91,143,true
52,-94,true
-9,166,true
83,101,true
-52,-72,true
179,-87,true
-153,49,true
-92,-190,true
-87,107,true
89,-27,true
-149,-149,true
90,46,true
124,-195,true
0,135,true
141,-117,true
-1,73,true
77,-175,true
-141,137,true
96,24,true
-139,81,true
166,-169,true
50,-11,true
27,116,true
81,117,true
-109,-45,true
-148,-106,true
-75,-95,true
-41,89,true
-62,178,true
-49,55,true
158,48,true
-45,-103,true
170,61,true
-157,-184,true
114,134
127,137,true
-96,115,true
-78,-194,true
136,-107,true
-52,165
63,192
-143,153,true
56,-192,true
-133,-32,true
2,-102,true
-184,-191,true
-48,150,true
197,-113,true
-45,50,true
18,138,true
-171,108,true
143,185,true
-105,179,true
116,199,true
121,-82,true
175,44,true
-86,-160,true
-81,145,true
124,-44,true
58,-136,true
-68,85,true
-93,140,true
101,166,true
11,76,true
196,-146,true
113,66,true
-159,22,true
138,-168,true
173,60,true
14,200
4,-175,true
194,-106,true
67,131,true
-130,5,true
-79,88
-33,-4,true
-148,77,true
136,2,true
-57,-170,true
71,-110,true
-14,111,true
-100,-82,true
-27,-27,true
-40,-143,true
134,-14,true
-176,113,true
11,-12,true
111,58
39,2
-194,170,true
73,-25,true
0,129,true
-109,-44,true
-12,109,true
-151,28,true
71,-55,true
157,-9,true
-33,-187,true
-152,58,true
151,65,true
-29,102,true
-5,-186,true
65,34,true
-43,-184,true
194,-53,true
-44,-175,true
107,26,true
116,120
-131,-21,true
177,-89,true
-197,-79,true
86,23
-146,-88,true
-78,101
-14,3,true
-43,-159,true
-96,-22,true
-126,131,true
-45,-112,true
29,-133,true
-72,137
119,-187,true
110,51
107,-176,true
130,-173,true
163,147,true
181,-101,true
-70,58
65,39,true
-151,134,true
-132,-92,true
89,-142,true
53,45,true
177,-21,true
-188,41,true
-113,117,true
-24,152,true
-157,78,true
52,193
50,52,true
-39,125,true
48,35,true
72,-107,true
-74,63
-153,-27,true
7,-105,true
-88,-145,true
-76,-194,true
-57,-20,true
-23,10
116,126
46,-191,true
-182,-20,true
-17,7
196,22,true
-181,186,true
-143,-180,true
-114,44,true
76,-198,true
-67,-39,true
5,-108,true
165,135,true
34,107,true
-154,-199,true
-67,-146,true
-119,-143,true
99,41
150,-166,true
40,2
-100,68,true
-186,-27,true
-184,-155,true
-113,135,true
68,-23,true
-56,45,true
-35,180
-124,160,true
131,-110,true
-40,102,true
-4,-11,true
-38,66,true
81,19
-195,199,true
57,-176,true
64,-8,true
16,-169,true
43,-70,true
-71,-29,true
20,-133,true
93,33
15,-108,true
-47,155,true
-5,69,true
-65,29,true
5,136,true
-157,195,true
-23,-107,true
-105,-175,true
-192,110,true
-137,-18,true
-179,-66,true
-181,88,true
8,-92,true
-108,158,true
14,-115,true
-61,109,true
23,-26,true
