202,98
7,199
-39,32
90,171
-118,-19,true
27,42
-119,190,true
111,144
-75,132
-66,127,true
-45,-21
69,188
-130,-25,true
-51,44
-90,195,true
105,253
26,0
36,114,true
-49,-9
-56,166
-80,102
-71,142
-165,22,true
182,-139,true
170,-176,true
-21,46
83,165,true
128,11,true
-33,-36
92,167,true
118,75
-6,51
44,70
106,45
53,86,true
45,26
15,49
55,35,true
-32,11
205,126
45,197
179,-2,true
30,225
0,93
168,-132,true
46,-21
148,171,true
42,110,true
20,204
-72,74,true
-76,-129,true
202,101
-48,-15
6,102
-12,98
211,156
27,103,true
14,198
105,245
-24,-44
-40,29
-12,97
-146,192,true
15,2
56,7
-48,-15
-75,102,true
74,182
-47,18
-50,59
134,-142,true
-28,188
-9,151
61,38
102,-155,true
-182,-63,true
-33,-40
44,43,true
139,-73,true
174,-68,true
-159,196,true
119,114
208,121
-10,140
-25,38,true
38,200
119,99
-121,175,true
-160,-59,true
83,80,true
18,4
-8,121
-43,148,true
-11,195
98,164
74,184
-159,-113,true
37,149,true
-133,-149,true
-159,-30,true
75,16
-125,110,true
84,-40,true
33,36
57,7
15,90,true
-48,-12
111,137
48,-15
198,102
6,49,true
108,149
-81,35,true
-83,-49,true
-47,65
121,87
-56,166
6,51
-59,103,true
-192,-171,true
-15,57,true
-7,82,true
-48,34
-111,80,true
-94,-179,true
57,7
116,249
-45,71
55,-185,true
144,240
-27,8
140,-105,true
-23,10
-41,-150,true
126,-146,true
-21,-45
-49,35
192,162,true
21,45
51,191
-47,31
-121,10,true
53,41
31,89
-44,23
100,157
21,-45
49,-9
191,195
-74,68
45,161,true
-39,179
47,238
17,23,true
52,197
-23,10
120,106
-64,46
-18,97
12,2
-32,11
27,90
-180,-2,true
27,129,true
-173,101,true
-40,-30
-5,195
-18,96
-39,18
21,-100,true
-7,113
-71,149,true
-9,126
31,-40
-34,37
173,-14,true
42,23
66,247
-38,-32
7,1
-46,72
53,5,true
-17,195
-81,87
50,5
-158,155,true
21,45
96,36
-10,148
4,191
-21,115,true
198,152,true
1,2
-76,79
-3,99
-56,164
-98,-139,true
63,10
182,11,true
34,86
63,1,true
108,-37,true
-72,134
-97,-88,true
108,31
156,-120,true
117,87
-50,0
116,74
165,227
74,16
71,114,true
177,173,true
52,199
-169,51,true
-12,96
190,145,true
64,190
36,34
-2,178
-9,127
121,106
49,44
39,198
-42,-166,true
-49,176
27,196
63,36,true
-11,5
-42,27
26,198
93,30
163,0,true
-9,-50
-189,-148,true
-39,185
-77,86
-123,-189,true
64,194
3,100
-33,14
-48,35
27,41
-80,119
15,47
-105,30,true
100,-118,true
-56,36
156,241
15,70
66,62,true
15,71
-81,37,true
24,6
-74,70
-57,-128,true
-44,23
186,197,true
-11,5
84,-101,true
-44,29
103,156
125,111,true
-46,18
148,40
58,7
-17,7
20,200
-81,87
-6,-190,true
-79,125
68,12
24,-45
-22,57,true
-39,183
-199,49,true
-181,-196,true
186,93,true
75,180
-26,43
-17,193
-49,38
49,9
-8,118
7,201
-164,-13,true
200,98
-21,95
-37,-34
127,33
3,98
55,-63,true
-33,16
-38,-138,true
114,73,true
7,203
44,26
82,181
62,10
79,32
14,0
106,253
115,131
-69,103,true
73,-168,true
46,-21
-74,68
-77,89
193,-173,true
53,-181,true
-47,-105,true
121,98
116,131
21,95
81,19
-74,-13,true
21,5
-11,5
-44,26
-24,95
42,-27
11,115,true
179,61
74,247
64,61,true
-7,113
40,80
47,32
25,61
43,-186,true
161,47
-10,144
42,27
-50,6
-28,-133,true
-102,-190,true
6,49
-76,74
47,33
-32,11
69,186
34,36
-5,106
82,133,true
32,203
-23,192
-23,10
49,-12
27,8
-37,191,true
27,8
197,197
-5,197
45,197
39,18
202,100
-153,3,true
37,-34
191,178,true
-24,-44
47,62
-137,46,true
159,48
116,119
-95,165,true
-40,29
-174,191,true
69,-94,true
207,125
0,51
