-2,49
13,58
-39,86
-2,36
19,58
-21,3
52,-9
39,49
-2,43
-32,66
36,-8
52,-2
-40,24
36,27
-37,86
-11,55
44,30
-5,15
16,49
58,89
-39,5
-35,76
0,24
52,89
59,30
-40,-2
-39,61
-16,40
-14,43
22,85
44,78
-28,58
39,0
-21,74
-38,3
-39,49
39,55
-39,-10
31,66
22,-9
59,18
13,27
59,49
36,18
-11,5
31,86
55,-5
0,76
-39,85
-14,66
-28,69
52,1
31,-9
16,86
-11,21
-40,5
59,43
59,13
57,66
-35,71
53,40
-35,30
-16,13
3,58
46,74
6,-9
25,80
-19,86
-33,27
13,89
55,-7
25,87
-39,55
-30,-3
-35,18
53,89
-14,-8
34,-5
34,82
59,76
57,24
48,55
6,-2
-11,78
41,30
-2,52
6,66
-16,82
50,64
44,58
-2,-9
13,-5
31,82
22,80
-39,21
-36,30
-37,71
60,3
59,78
-26,-5
53,52
-26,80
0,52
34,87
-32,89
-8,-8
-24,-9
28,3
-26,13
50,58
28,85
55,85
-39,90
-28,21
41,89
16,61
-24,24
-16,43
34,-9
-2,76
50,-6
48,78
-19,88
-24,3
-33,15
-21,30
-35,85
-33,0
22,82
6,89
-24,49
-39,64
3,90
44,10
3,30
48,64
-37,-8
31,-8
-26,27
59,27
0,-9
-2,85
44,76
-39,66
-38,-7
22,21
59,-9
39,58
34,27
60,-5
-32,-9
-30,5
3,43
-24,80
46,5
34,-10
16,13
-39,52
28,-9
6,40
-16,36
-8,15
-19,-9
-2,1
-37,89
56,85
-39,27
16,-6
59,0
-28,43
41,-7
19,10
-39,30
19,74
60,18
10,-2
41,21
55,82
31,36
-8,89
0,3
3,13
50,-8
44,27
52,24
-26,52
56,3
-19,18
25,-2
58,36
-33,-3
-35,76
-39,13
13,55
-26,89
-40,74
57,10
39,83
28,24
-33,61
19,8
-14,55
-36,85
59,49
-21,33
-21,66
-14,18
3,-3
-5,76
-16,88
-32,-7
9,76
-2,0
-11,24
-38,-9
46,85
39,76
-21,71
-38,78
-38,5
16,33
-36,15
-16,18
25,80
-14,-2
-37,69
19,-8
-11,21
-11,89
34,85
25,83
13,-7
31,87
53,-9
-26,58
57,-7
13,88
-28,58
59,82
-32,24
-19,52
36,40
55,69
-21,-6
-14,74
59,-2
-16,87
48,61
-16,-7
28,-3
10,66
-39,87
44,-3
60,74
50,1
-26,-5
9,69
16,5
-14,89
-5,30
16,18
22,58
56,69
59,86
-40,80
44,5
36,-9
6,61
46,8
-38,80
-32,10
-16,76
-5,46
59,40
19,88
57,3
-28,3
-16,69
3,85
56,33
-39,10
53,66
-37,-9
16,40
-8,1
-40,36
-8,66
-39,76
22,64
-32,89
56,66
59,87
-19,-5
-36,27
41,36
-16,10
52,58
-5,33
19,3
58,86
59,64
-39,3
41,61
56,33
-38,5
-30,87
-5,43
-39,71
25,3
-24,43
6,30
-24,27
22,-7
-39,0
57,33
39,33
55,46
48,78
-39,30
59,78
-36,85
13,43
-26,27
57,8
-11,89
-39,40
-39,83
52,-9
16,13
46,89
-35,-6
53,71
10,21
-37,46
-39,89
56,21
-28,88
-38,80
-37,55
-26,80
-36,46
-35,-5
36,89
-35,40
-38,71
-35,46
16,8
3,-9
-35,46
-35,83
41,89
-28,86
-5,69
56,71
-24,13
-19,27
10,10
-36,-7
41,78
22,1
41,30
44,21
-39,64
46,64
3,-7
-35,36
56,18
34,89
-11,15
-33,69
52,86
22,43
-28,0
-11,8
53,-5
-19,-9
6,82
59,8
16,1
59,78
-11,27
59,83
25,21
-11,13
16,-8
28,18
52,-5
-36,36
48,89
-21,78
41,-2
3,66
58,-9
-39,-2
56,78
19,71
52,69
-37,85
55,-9
-38,85
9,-7
59,52
-35,-9
-32,-5
-19,52
-37,71
-26,66
60,-9
-19,74
56,40
-21,83
-26,43
-33,13
55,8
59,89
-39,27
9,-9
55,74
19,-2
-40,78
57,-10
59,64
59,13
56,30
53,90
-14,46
-32,46
16,10
-21,87
52,1
36,21
50,40
55,76
58,86
16,-8
3,40
-32,3
60,-9
-38,69
-2,-2
10,10
-33,3
53,-8
57,-2
25,89
28,13
39,40
22,13
-16,55
56,64
16,61
41,-9
-30,33
39,-5
0,30
44,13
55,88
-2,89
-39,-9
0,-2
-19,-9
0,83
-28,27
50,-2
-2,83
60,-6
-32,-6
6,88
52,89
-36,46
-38,83
59,71
-16,64
-40,55
19,-7
16,82
-21,-7
56,89
52,-7
22,61
60,0
-32,46
-14,-3
-35,88
-36,87
-35,74
56,71
59,-9
-14,-2
39,85
46,88
57,36
22,85
19,30
39,30
58,66
-24,52
36,88
-2,87
57,66
-38,71
56,49
44,27
13,-5
55,33
-28,89
44,24
16,13
36,-9
16,58
34,58
52,71
6,13
28,-9
-33,66
59,55
-16,1
-32,40
56,55
-26,15
-35,78
16,33
36,49
25,-9
-26,18
44,15
-35,82
-32,40
-5,80
46,61
-32,83
48,76
46,46
-30,78
31,-5
-35,24
-28,-9
6,8
0,80
6,8
48,27
-37,-2
-14,61
36,33
50,52
50,1
-40,89
52,76
6,-2
13,52
-2,61
6,55
55,40
16,55
55,43
22,89
19,-9
52,30
-33,89
