-264,306
552,-75
224,-38
538,-84
591,891
-352,306
6,852
599,742
-399,804
99,275
-84,864
367,-84
-352,584
-352,822
-304,875
575,554
-352,-99
-84,-100
-84,275
584,14
-396,275
-322,785
-375,215
284,693
575,-38
6,14
-218,-38
591,431
-242,-96
600,337
100,81
6,554
-352,306
596,-38
393,14
599,245
-391,875
575,-22
522,275
552,-75
393,822
224,-100
162,640
504,804
-167,245
-242,718
599,-4
-84,215
-364,306
418,306
68,640
-304,-22
-396,900
-84,400
-218,368
-140,764
-54,57
367,493
552,822
393,667
485,852
367,891
485,667
-84,493
-242,81
-264,742
552,693
-218,106
575,693
538,337
193,106
284,899
584,14
-400,875
-140,693
340,493
504,187
-167,554
131,368
564,838
37,-4
100,612
284,462
131,306
-352,-64
-399,337
367,81
-54,159
596,306
600,215
599,852
-322,640
-54,584
-322,-84
-391,524
504,-91
-384,-99
485,368
485,431
485,891
-193,81
224,-4
591,554
418,-22
-304,764
6,554
6,899
504,899
591,187
464,804
224,822
-391,884
584,764
584,493
99,493
-193,-100
-167,-52
367,864
-338,-75
-304,852
193,764
464,431
538,742
552,864
100,822
-391,400
575,368
-364,852
485,-99
6,852
193,554
575,584
-218,-96
-242,-38
538,875
-352,159
-400,462
131,554
552,159
-352,81
162,-4
37,431
6,822
575,693
464,462
100,215
418,-64
442,822
584,764
68,132
37,667
464,106
162,852
584,891
-352,884
-84,-96
552,852
-218,822
-375,215
-264,35
464,852
224,-22
284,822
193,584
-399,838
-112,306
538,-38
312,804
599,884
340,742
-242,493
-24,667
68,57
-84,159
-167,822
584,-22
552,57
284,-84
-193,612
-167,612
599,337
464,431
-167,-38
584,822
193,-22
-24,864
312,524
584,462
596,-99
367,804
-24,891
-140,742
-84,306
596,718
-112,337
504,822
584,838
-304,215
37,-84
-384,400
37,875
-112,-22
564,667
-285,106
442,81
584,891
591,-22
599,612
6,-84
-391,306
599,159
393,-64
-140,368
596,764
-193,718
-112,524
-322,524
284,14
464,838
-338,215
